destination,duration_days,travelers,hotel_rating,transportation,season,activities_count,food_preference,travel_style,total_budget
Varanasi,10,8,3,Train,Off-Peak,22,Fine Dining,Luxury,705890
Udaipur,3,4,1,Bus,Off-Peak,9,Fine Dining,Moderate,81240
Singapore,13,7,1,Flight,Shoulder,16,Fine Dining,Budget,964180
Ladakh,9,8,4,Flight,Shoulder,21,Non-Veg,Budget,625380
Rishikesh,6,8,4,Flight,Peak,3,Street Food,Moderate,335320
Bali,12,4,2,Flight,Off-Peak,12,Vegetarian,Luxury,640680
Goa,7,1,3,Flight,Off-Peak,4,Street Food,Budget,34410
Rishikesh,7,5,1,Flight,Off-Peak,3,Non-Veg,Moderate,126490
Kerala,6,7,2,Bus,Off-Peak,16,Vegetarian,Budget,158130
Jaipur,5,1,4,Flight,Peak,6,Non-Veg,Luxury,92620
Udaipur,7,1,5,Flight,Peak,17,Non-Veg,Luxury,303230
Bali,8,1,5,Flight,Shoulder,18,Street Food,Luxury,387120
Udaipur,10,3,4,Car,Shoulder,28,Street Food,Budget,242120
Udaipur,9,4,5,Train,Off-Peak,24,Non-Veg,Moderate,449160
Andaman,2,8,5,Car,Off-Peak,3,Fine Dining,Budget,172560
Singapore,2,5,3,Flight,Shoulder,6,Vegetarian,Moderate,440290
Bali,8,3,5,Flight,Off-Peak,24,Vegetarian,Luxury,839470
Udaipur,11,4,2,Train,Peak,26,Fine Dining,Budget,273770
Kerala,7,5,4,Flight,Shoulder,20,Fine Dining,Luxury,568480
Varanasi,8,8,1,Flight,Shoulder,11,Non-Veg,Luxury,350950
Singapore,13,8,2,Flight,Shoulder,21,Vegetarian,Luxury,2007780
Singapore,10,8,1,Flight,Off-Peak,22,Fine Dining,Budget,1116090
Paris,7,4,5,Flight,Peak,12,Non-Veg,Luxury,1954430
Bali,12,8,2,Flight,Shoulder,34,Non-Veg,Luxury,1886560
Goa,14,8,1,Flight,Peak,3,Street Food,Luxury,407090
Kerala,3,3,5,Flight,Shoulder,9,Non-Veg,Luxury,208840
Goa,4,8,5,Car,Peak,8,Non-Veg,Budget,367240
Paris,11,3,3,Flight,Peak,15,Street Food,Budget,678660
Goa,8,4,5,Flight,Off-Peak,12,Non-Veg,Budget,293340
Ladakh,12,4,4,Bus,Off-Peak,8,Street Food,Moderate,277160
Rishikesh,8,7,3,Train,Peak,13,Street Food,Moderate,300190
Varanasi,11,6,4,Bus,Off-Peak,21,Fine Dining,Budget,403120
Varanasi,13,8,4,Car,Peak,23,Vegetarian,Moderate,653010
Varanasi,13,2,1,Train,Shoulder,21,Street Food,Budget,50410
Udaipur,10,5,3,Bus,Off-Peak,5,Vegetarian,Luxury,270760
Ladakh,3,1,3,Flight,Peak,8,Fine Dining,Luxury,61840
Andaman,8,1,5,Train,Shoulder,22,Vegetarian,Budget,180900
Varanasi,12,7,4,Flight,Off-Peak,19,Vegetarian,Luxury,677840
Dubai,12,6,1,Flight,Peak,3,Fine Dining,Moderate,644220
Goa,12,3,2,Train,Peak,26,Vegetarian,Luxury,277830
Bali,14,5,5,Flight,Peak,22,Street Food,Luxury,2594000
Paris,12,1,2,Flight,Off-Peak,26,Non-Veg,Luxury,385510
Ladakh,9,3,2,Flight,Shoulder,25,Vegetarian,Moderate,201170
Paris,5,4,3,Flight,Peak,13,Fine Dining,Luxury,1196390
Ladakh,6,7,4,Train,Off-Peak,2,Vegetarian,Luxury,358010
Varanasi,5,1,3,Train,Off-Peak,9,Street Food,Moderate,23190
Varanasi,3,5,1,Train,Shoulder,2,Street Food,Budget,31370
Rishikesh,9,4,1,Train,Peak,19,Vegetarian,Moderate,165920
Rishikesh,10,2,2,Bus,Peak,28,Fine Dining,Moderate,155970
Dubai,4,2,3,Flight,Peak,2,Street Food,Moderate,134530
Andaman,8,3,3,Flight,Peak,5,Fine Dining,Budget,194500
Kerala,9,7,5,Train,Shoulder,6,Non-Veg,Luxury,1150170
Udaipur,14,5,4,Flight,Peak,36,Vegetarian,Luxury,1188850
Rishikesh,11,8,1,Train,Peak,15,Vegetarian,Moderate,318710
Manali,8,1,3,Flight,Peak,9,Fine Dining,Moderate,76490
Andaman,7,1,3,Flight,Peak,12,Non-Veg,Moderate,80550
Varanasi,12,3,5,Car,Shoulder,19,Fine Dining,Moderate,466720
Dubai,11,2,2,Flight,Off-Peak,30,Vegetarian,Moderate,304000
Udaipur,8,3,1,Train,Off-Peak,7,Street Food,Budget,55770
Varanasi,13,3,3,Bus,Shoulder,27,Vegetarian,Luxury,264180
Ladakh,12,2,3,Flight,Shoulder,1,Non-Veg,Moderate,119580
Jaipur,7,4,3,Flight,Shoulder,11,Street Food,Budget,121870
Kerala,8,3,1,Flight,Shoulder,4,Fine Dining,Moderate,125910
Goa,11,6,3,Car,Off-Peak,24,Non-Veg,Moderate,354120
Varanasi,8,1,5,Car,Off-Peak,17,Non-Veg,Luxury,149880
Kerala,9,2,2,Flight,Peak,10,Vegetarian,Luxury,123320
Dubai,11,4,4,Flight,Off-Peak,7,Non-Veg,Budget,472550
Kerala,9,4,2,Flight,Shoulder,5,Street Food,Moderate,134980
Andaman,9,5,4,Bus,Shoulder,17,Vegetarian,Luxury,694200
Ladakh,14,7,5,Car,Off-Peak,30,Fine Dining,Luxury,2381030
Bali,6,5,5,Flight,Off-Peak,7,Vegetarian,Budget,575110
Varanasi,12,8,2,Car,Off-Peak,26,Street Food,Luxury,409840
Bali,2,6,2,Flight,Shoulder,6,Street Food,Moderate,433350
Jaipur,14,3,1,Flight,Shoulder,8,Non-Veg,Budget,117070
Bali,2,6,2,Flight,Shoulder,1,Non-Veg,Luxury,561580
Jaipur,5,4,1,Train,Off-Peak,15,Vegetarian,Luxury,112370
Andaman,8,5,5,Bus,Peak,8,Street Food,Budget,658650
Manali,11,4,5,Train,Off-Peak,24,Non-Veg,Budget,360730
Ladakh,14,4,5,Train,Peak,24,Street Food,Budget,813410
Manali,7,2,1,Train,Shoulder,1,Street Food,Budget,21650
Andaman,7,1,3,Flight,Peak,14,Non-Veg,Budget,71550
Udaipur,10,3,2,Car,Shoulder,4,Non-Veg,Moderate,125630
Manali,14,4,3,Flight,Shoulder,9,Vegetarian,Budget,204890
Goa,3,6,4,Bus,Off-Peak,8,Vegetarian,Moderate,113210
Bali,10,2,1,Flight,Off-Peak,20,Street Food,Luxury,306990
Andaman,10,7,4,Car,Peak,18,Non-Veg,Moderate,874290
Singapore,8,3,1,Flight,Shoulder,2,Street Food,Budget,218840
Jaipur,2,8,1,Car,Peak,5,Vegetarian,Budget,70210
Bali,4,1,1,Flight,Shoulder,12,Street Food,Budget,72990
Goa,9,1,2,Car,Shoulder,16,Fine Dining,Luxury,102330
Dubai,9,3,1,Flight,Peak,6,Street Food,Budget,213600
Varanasi,4,3,5,Bus,Peak,3,Non-Veg,Luxury,211440
Dubai,4,6,3,Flight,Peak,2,Fine Dining,Luxury,691640
Dubai,5,5,4,Flight,Shoulder,5,Non-Veg,Luxury,703250
Rishikesh,8,5,3,Train,Shoulder,18,Vegetarian,Budget,200330
Dubai,11,3,3,Flight,Shoulder,14,Street Food,Moderate,446640
Rishikesh,5,8,3,Flight,Off-Peak,11,Fine Dining,Luxury,471510
Varanasi,10,4,5,Train,Peak,1,Street Food,Luxury,585660
Goa,11,1,2,Flight,Peak,7,Vegetarian,Budget,54620
Bali,13,1,3,Flight,Peak,14,Non-Veg,Budget,170190
Varanasi,12,7,5,Flight,Peak,8,Vegetarian,Budget,883010
Goa,3,4,2,Flight,Peak,7,Non-Veg,Budget,81920
Andaman,2,4,1,Car,Off-Peak,3,Non-Veg,Moderate,47610
Jaipur,5,2,4,Flight,Peak,15,Non-Veg,Budget,79520
Manali,9,2,4,Flight,Off-Peak,10,Fine Dining,Moderate,154430
Ladakh,2,6,1,Train,Off-Peak,5,Fine Dining,Budget,84310
Bali,13,1,1,Flight,Shoulder,27,Street Food,Budget,118510
Kerala,14,7,2,Flight,Shoulder,6,Street Food,Moderate,318020
Kerala,6,2,2,Train,Peak,5,Non-Veg,Luxury,73080
Andaman,9,2,1,Flight,Shoulder,24,Street Food,Budget,101170
Bali,4,4,3,Flight,Shoulder,8,Street Food,Moderate,317290
Ladakh,11,1,3,Train,Shoulder,22,Non-Veg,Budget,84700
Udaipur,12,8,3,Flight,Peak,21,Street Food,Luxury,892250
Rishikesh,11,2,4,Bus,Off-Peak,16,Vegetarian,Moderate,131960
Varanasi,3,2,1,Flight,Off-Peak,5,Vegetarian,Budget,26140
Singapore,10,5,3,Flight,Shoulder,14,Street Food,Budget,634730
Dubai,5,8,1,Flight,Off-Peak,8,Fine Dining,Budget,581830
Goa,12,7,4,Train,Shoulder,21,Vegetarian,Luxury,935860
Paris,2,4,3,Flight,Peak,1,Vegetarian,Moderate,498250
Manali,9,1,4,Flight,Off-Peak,2,Vegetarian,Budget,65460
Udaipur,5,4,1,Train,Off-Peak,11,Vegetarian,Moderate,80230
Jaipur,7,8,5,Flight,Shoulder,9,Vegetarian,Budget,498440
Manali,12,6,3,Bus,Shoulder,4,Street Food,Luxury,351420
Kerala,6,2,1,Flight,Shoulder,7,Fine Dining,Luxury,103780
Dubai,13,2,1,Flight,Shoulder,31,Fine Dining,Moderate,361610
Andaman,4,5,5,Flight,Peak,1,Street Food,Moderate,339380
Manali,14,2,4,Car,Shoulder,26,Vegetarian,Budget,165350
Bali,14,6,1,Flight,Off-Peak,22,Non-Veg,Budget,625740
Paris,8,7,3,Flight,Peak,3,Street Food,Moderate,1288150
Varanasi,5,4,1,Car,Shoulder,10,Fine Dining,Budget,89820
Singapore,7,5,1,Flight,Peak,7,Street Food,Luxury,685410
Jaipur,12,5,4,Train,Peak,7,Vegetarian,Moderate,472590
Dubai,2,8,5,Flight,Shoulder,5,Fine Dining,Moderate,662810
Goa,3,4,1,Flight,Off-Peak,6,Fine Dining,Luxury,141550
Ladakh,9,4,2,Flight,Peak,12,Street Food,Budget,169030
Bali,9,1,1,Flight,Off-Peak,14,Fine Dining,Budget,107400
Varanasi,5,2,4,Bus,Shoulder,1,Fine Dining,Budget,57290
Jaipur,9,1,1,Car,Peak,17,Fine Dining,Luxury,81320
Bali,13,8,3,Flight,Off-Peak,2,Fine Dining,Budget,891710
Varanasi,13,6,1,Train,Shoulder,37,Non-Veg,Luxury,383710
Ladakh,9,3,4,Flight,Peak,13,Non-Veg,Luxury,533510
Bali,12,3,3,Flight,Peak,28,Vegetarian,Budget,456480
Ladakh,2,7,2,Train,Off-Peak,6,Vegetarian,Luxury,155880
Paris,13,1,4,Flight,Off-Peak,13,Vegetarian,Budget,307690
Dubai,3,8,5,Flight,Shoulder,3,Non-Veg,Budget,589100
Manali,4,6,4,Train,Peak,6,Vegetarian,Luxury,255710
Jaipur,10,6,4,Flight,Peak,23,Street Food,Luxury,695680
Ladakh,3,4,3,Bus,Shoulder,8,Non-Veg,Budget,74610
Dubai,9,4,4,Flight,Shoulder,6,Vegetarian,Luxury,801420
Paris,4,1,5,Flight,Shoulder,3,Vegetarian,Moderate,266470
Udaipur,6,2,3,Train,Shoulder,3,Fine Dining,Budget,61790
Dubai,7,3,3,Flight,Peak,21,Vegetarian,Luxury,621420
Paris,13,8,4,Flight,Off-Peak,39,Non-Veg,Moderate,2898250
Singapore,4,8,2,Flight,Shoulder,10,Fine Dining,Moderate,842320
Rishikesh,13,2,4,Car,Peak,9,Non-Veg,Budget,152610
Manali,3,2,2,Train,Peak,2,Vegetarian,Moderate,20900
Varanasi,14,1,2,Bus,Shoulder,37,Fine Dining,Luxury,137840
Ladakh,13,2,2,Flight,Off-Peak,9,Non-Veg,Budget,99400
Goa,10,8,2,Train,Shoulder,29,Street Food,Budget,353560
Singapore,14,5,2,Flight,Off-Peak,7,Non-Veg,Moderate,628920
Rishikesh,7,8,5,Flight,Off-Peak,6,Vegetarian,Budget,448160
Manali,8,3,2,Flight,Peak,17,Vegetarian,Luxury,217570
Bali,5,8,1,Flight,Shoulder,2,Non-Veg,Budget,508590
Rishikesh,6,5,5,Train,Peak,18,Vegetarian,Budget,389570
Ladakh,12,8,2,Train,Peak,15,Non-Veg,Moderate,482830
Ladakh,11,5,4,Flight,Shoulder,21,Fine Dining,Budget,590270
Udaipur,2,1,3,Car,Shoulder,3,Non-Veg,Budget,12930
Rishikesh,13,2,1,Bus,Peak,36,Non-Veg,Luxury,204110
Jaipur,10,6,1,Bus,Peak,24,Fine Dining,Moderate,343740
Rishikesh,14,3,3,Train,Off-Peak,23,Non-Veg,Moderate,213130
Varanasi,8,5,1,Flight,Peak,7,Vegetarian,Moderate,140790
Andaman,8,7,4,Flight,Off-Peak,23,Street Food,Budget,550850
Jaipur,3,2,5,Bus,Peak,7,Vegetarian,Budget,60020
Bali,7,6,2,Flight,Peak,20,Non-Veg,Moderate,673170
Manali,5,5,1,Flight,Shoulder,10,Vegetarian,Moderate,122940
Jaipur,9,4,1,Flight,Off-Peak,19,Non-Veg,Budget,141180
Ladakh,7,3,1,Train,Peak,13,Non-Veg,Moderate,116910
Paris,6,3,3,Flight,Shoulder,18,Fine Dining,Moderate,670530
Varanasi,14,6,1,Bus,Shoulder,9,Vegetarian,Moderate,177470
Jaipur,8,8,5,Train,Peak,1,Street Food,Budget,657550
Paris,13,1,5,Flight,Shoulder,31,Vegetarian,Budget,645570
Paris,7,1,5,Flight,Peak,19,Street Food,Luxury,812560
Paris,6,5,3,Flight,Shoulder,11,Street Food,Luxury,1401160
Rishikesh,14,2,4,Flight,Peak,3,Fine Dining,Moderate,230500
Dubai,7,2,3,Flight,Off-Peak,11,Street Food,Moderate,201560
Ladakh,2,3,1,Flight,Shoulder,6,Street Food,Moderate,61460
Bali,12,4,1,Flight,Peak,5,Non-Veg,Moderate,399580
Manali,6,1,3,Train,Off-Peak,2,Street Food,Luxury,38040
Bali,3,5,3,Flight,Shoulder,6,Fine Dining,Luxury,592370
Goa,2,1,3,Flight,Shoulder,6,Street Food,Moderate,21690
Ladakh,11,8,4,Train,Peak,19,Street Food,Moderate,850760
Andaman,2,5,5,Train,Peak,3,Street Food,Moderate,133640
Udaipur,8,1,1,Car,Off-Peak,2,Street Food,Luxury,29500
Manali,3,2,2,Train,Peak,7,Fine Dining,Budget,36600
Varanasi,2,2,3,Train,Off-Peak,1,Fine Dining,Budget,17380
Goa,9,2,4,Flight,Off-Peak,14,Fine Dining,Moderate,169300
Udaipur,14,7,2,Bus,Peak,41,Vegetarian,Luxury,904870
Jaipur,14,3,2,Flight,Shoulder,26,Street Food,Budget,148270
Ladakh,8,2,4,Train,Shoulder,9,Street Food,Luxury,174830
Varanasi,14,3,3,Train,Peak,35,Non-Veg,Budget,207070
Singapore,3,2,2,Flight,Shoulder,3,Fine Dining,Luxury,250720
Ladakh,14,8,5,Bus,Peak,38,Street Food,Luxury,3155610
Bali,3,5,3,Flight,Off-Peak,5,Vegetarian,Budget,320720
Ladakh,8,6,5,Flight,Shoulder,8,Non-Veg,Luxury,1022300
Rishikesh,13,8,5,Flight,Shoulder,16,Street Food,Moderate,1105600
Dubai,14,8,4,Flight,Shoulder,37,Street Food,Budget,1689760
Goa,7,4,3,Bus,Shoulder,4,Vegetarian,Luxury,156380
Andaman,4,8,3,Flight,Shoulder,7,Street Food,Luxury,394990
Singapore,2,2,5,Flight,Peak,5,Non-Veg,Moderate,197940
Ladakh,4,6,5,Train,Off-Peak,4,Vegetarian,Moderate,242180
Bali,9,1,5,Flight,Shoulder,14,Street Food,Moderate,294230
Goa,12,6,4,Train,Peak,27,Street Food,Budget,542520
Ladakh,14,8,4,Car,Peak,18,Vegetarian,Moderate,1146660
Udaipur,2,3,3,Car,Off-Peak,1,Vegetarian,Moderate,28160
Ladakh,6,5,1,Train,Off-Peak,18,Fine Dining,Moderate,262190
Kerala,7,7,2,Train,Shoulder,18,Fine Dining,Moderate,333960
Varanasi,13,8,4,Car,Off-Peak,27,Non-Veg,Budget,503790
Paris,6,3,1,Flight,Off-Peak,11,Vegetarian,Luxury,760280
Jaipur,14,1,4,Flight,Off-Peak,31,Non-Veg,Luxury,206190
Paris,14,3,4,Flight,Shoulder,37,Fine Dining,Luxury,2054470
Rishikesh,9,1,5,Train,Shoulder,27,Non-Veg,Luxury,265670
Andaman,8,1,2,Flight,Shoulder,20,Vegetarian,Luxury,101710
Udaipur,8,5,3,Train,Off-Peak,20,Fine Dining,Budget,277980
Goa,2,8,5,Bus,Peak,4,Fine Dining,Budget,165960
Singapore,9,5,2,Flight,Shoulder,16,Vegetarian,Moderate,746250
Bali,3,2,4,Flight,Peak,7,Fine Dining,Budget,167250
Dubai,9,3,3,Flight,Off-Peak,6,Fine Dining,Budget,294720
Bali,3,6,4,Flight,Off-Peak,8,Vegetarian,Moderate,511980
Kerala,5,1,4,Train,Peak,9,Vegetarian,Budget,54330
Paris,6,1,2,Flight,Peak,16,Fine Dining,Budget,185980
Andaman,11,3,3,Train,Peak,1,Vegetarian,Luxury,282040
Bali,12,6,5,Flight,Off-Peak,8,Vegetarian,Luxury,1742990
Bali,6,7,3,Flight,Peak,8,Vegetarian,Budget,597070
Rishikesh,9,2,3,Flight,Shoulder,19,Fine Dining,Budget,132680
Dubai,4,1,2,Flight,Peak,10,Vegetarian,Moderate,92940
Andaman,8,7,5,Flight,Peak,19,Fine Dining,Budget,1146470
Jaipur,13,8,3,Bus,Off-Peak,19,Non-Veg,Luxury,632970
Andaman,5,8,4,Flight,Off-Peak,9,Fine Dining,Budget,403850
Goa,13,3,4,Train,Peak,6,Street Food,Luxury,489800
Manali,8,3,3,Flight,Shoulder,12,Non-Veg,Budget,128370
Bali,11,3,3,Flight,Off-Peak,20,Non-Veg,Luxury,608930
Andaman,10,8,4,Train,Peak,24,Fine Dining,Luxury,1541220
Kerala,10,7,4,Flight,Shoulder,16,Fine Dining,Moderate,753720
Andaman,11,2,1,Flight,Shoulder,25,Non-Veg,Luxury,210290
Bali,14,7,3,Flight,Peak,19,Vegetarian,Luxury,1625850
Jaipur,3,1,2,Flight,Peak,5,Vegetarian,Luxury,33700
Udaipur,14,2,5,Flight,Off-Peak,18,Non-Veg,Luxury,448360
Goa,4,7,3,Flight,Peak,5,Street Food,Budget,168880
Varanasi,2,2,5,Flight,Peak,1,Vegetarian,Budget,38660
Paris,7,5,3,Flight,Shoulder,15,Non-Veg,Budget,944500
Udaipur,2,1,1,Car,Off-Peak,4,Fine Dining,Luxury,20880
Udaipur,7,7,1,Bus,Peak,1,Non-Veg,Budget,118690
Paris,9,4,4,Flight,Peak,8,Street Food,Luxury,1536770
Manali,2,2,3,Train,Shoulder,2,Vegetarian,Luxury,24990
Kerala,4,5,1,Car,Shoulder,2,Non-Veg,Luxury,97800
Ladakh,13,7,4,Flight,Off-Peak,21,Vegetarian,Moderate,773790
Rishikesh,13,1,3,Bus,Peak,5,Vegetarian,Budget,72640
Varanasi,2,2,3,Train,Peak,6,Vegetarian,Luxury,30610
Bali,12,7,1,Flight,Peak,31,Street Food,Luxury,1437640
Singapore,13,5,4,Flight,Shoulder,39,Street Food,Moderate,1470880
Varanasi,6,6,4,Flight,Shoulder,12,Vegetarian,Moderate,230260
Ladakh,8,5,1,Flight,Shoulder,22,Street Food,Budget,235250
Singapore,9,6,3,Flight,Peak,24,Non-Veg,Moderate,1166290
Manali,14,2,3,Train,Peak,25,Vegetarian,Moderate,158870
Goa,3,8,3,Flight,Shoulder,1,Non-Veg,Moderate,152010
Rishikesh,8,6,1,Flight,Off-Peak,10,Vegetarian,Moderate,202770
Ladakh,13,3,5,Car,Shoulder,10,Street Food,Moderate,672180
Goa,10,1,3,Bus,Peak,11,Vegetarian,Budget,65010
Rishikesh,12,7,2,Flight,Shoulder,29,Vegetarian,Moderate,457460
Manali,8,2,3,Flight,Peak,15,Street Food,Luxury,140030
Udaipur,12,1,1,Flight,Peak,17,Non-Veg,Moderate,62670
Udaipur,4,4,5,Train,Shoulder,7,Street Food,Luxury,248900
Goa,7,5,1,Bus,Peak,11,Vegetarian,Budget,113230
Andaman,2,2,4,Flight,Peak,6,Vegetarian,Budget,50520
Udaipur,10,5,2,Train,Shoulder,12,Street Food,Moderate,182620
Dubai,8,8,4,Flight,Peak,14,Street Food,Moderate,1201760
Manali,11,3,2,Train,Peak,20,Vegetarian,Moderate,152940
Dubai,11,3,1,Flight,Shoulder,11,Street Food,Budget,255050
Bali,9,4,2,Flight,Shoulder,27,Street Food,Moderate,524720
Goa,10,2,2,Train,Peak,12,Fine Dining,Moderate,124030
Dubai,14,7,5,Flight,Off-Peak,35,Vegetarian,Budget,1953060
Singapore,4,6,4,Flight,Peak,1,Non-Veg,Moderate,600420
Goa,10,1,2,Flight,Off-Peak,2,Vegetarian,Moderate,43170
Kerala,13,1,4,Train,Shoulder,4,Non-Veg,Moderate,149700
Bali,7,2,3,Flight,Peak,13,Street Food,Moderate,225310
Andaman,13,7,2,Car,Shoulder,23,Street Food,Luxury,726520
Goa,4,6,2,Car,Shoulder,9,Street Food,Budget,103250
Singapore,2,3,2,Flight,Shoulder,3,Fine Dining,Budget,210730
Goa,8,5,1,Train,Off-Peak,15,Non-Veg,Luxury,244620
Udaipur,3,4,3,Bus,Peak,1,Vegetarian,Moderate,49540
Rishikesh,6,5,2,Bus,Off-Peak,8,Vegetarian,Budget,93000
Goa,5,6,4,Flight,Off-Peak,10,Street Food,Budget,188380
Bali,12,4,4,Flight,Shoulder,1,Fine Dining,Moderate,646870
Bali,2,6,5,Flight,Peak,1,Fine Dining,Moderate,459280
Udaipur,12,1,2,Bus,Shoulder,17,Fine Dining,Budget,79120
Goa,12,1,3,Car,Peak,8,Fine Dining,Moderate,112890
Udaipur,5,1,5,Flight,Shoulder,5,Vegetarian,Moderate,101580
Kerala,10,6,1,Flight,Shoulder,11,Non-Veg,Budget,187330
Paris,4,6,1,Flight,Shoulder,6,Vegetarian,Budget,704500
Kerala,6,8,1,Flight,Shoulder,18,Street Food,Luxury,385810
Singapore,7,1,3,Flight,Peak,7,Vegetarian,Luxury,232820
Manali,10,1,3,Train,Shoulder,4,Non-Veg,Budget,52610
Goa,9,5,1,Car,Off-Peak,12,Vegetarian,Moderate,147800
Bali,5,4,2,Flight,Shoulder,7,Non-Veg,Moderate,336560
Bali,6,8,2,Flight,Off-Peak,15,Non-Veg,Budget,681520
Kerala,12,6,2,Bus,Off-Peak,4,Street Food,Budget,139240
Jaipur,8,1,4,Flight,Shoulder,4,Non-Veg,Moderate,80350
Ladakh,11,2,2,Train,Off-Peak,5,Non-Veg,Moderate,75740
Ladakh,5,7,3,Flight,Shoulder,6,Non-Veg,Budget,226620
Paris,7,5,3,Flight,Shoulder,18,Vegetarian,Moderate,1048810
Rishikesh,11,6,1,Car,Shoulder,15,Vegetarian,Luxury,329820
Rishikesh,11,8,4,Bus,Peak,3,Non-Veg,Budget,455090
Kerala,14,4,2,Bus,Off-Peak,34,Non-Veg,Budget,222340
Andaman,2,3,3,Flight,Off-Peak,6,Non-Veg,Moderate,69580
Goa,2,5,2,Bus,Off-Peak,4,Street Food,Moderate,41410
Udaipur,2,8,2,Flight,Off-Peak,2,Street Food,Moderate,110510
Rishikesh,11,7,4,Flight,Off-Peak,2,Fine Dining,Budget,511520
Udaipur,5,1,5,Bus,Peak,4,Non-Veg,Budget,107260
Goa,3,3,3,Train,Peak,8,Fine Dining,Budget,69580
Andaman,4,2,1,Train,Off-Peak,11,Street Food,Budget,42920
Rishikesh,12,3,5,Train,Peak,28,Street Food,Budget,476500
Singapore,8,2,2,Flight,Shoulder,19,Vegetarian,Moderate,290910
Kerala,7,3,5,Train,Shoulder,11,Vegetarian,Moderate,307840
Manali,12,8,5,Flight,Off-Peak,19,Vegetarian,Luxury,1388820
Singapore,9,8,1,Flight,Peak,4,Vegetarian,Luxury,1057460
Jaipur,6,1,5,Train,Shoulder,9,Fine Dining,Luxury,180930
Rishikesh,11,1,3,Bus,Off-Peak,16,Non-Veg,Moderate,65280
Singapore,7,7,4,Flight,Off-Peak,21,Non-Veg,Moderate,1192260
Manali,5,2,5,Train,Shoulder,12,Street Food,Luxury,158190
Ladakh,2,6,5,Bus,Shoulder,6,Fine Dining,Budget,145720
Rishikesh,9,1,2,Flight,Peak,21,Fine Dining,Luxury,127000
Jaipur,9,2,2,Flight,Off-Peak,17,Street Food,Budget,60760
Manali,7,6,4,Train,Off-Peak,4,Non-Veg,Luxury,328260
Jaipur,13,2,3,Bus,Peak,31,Fine Dining,Moderate,206620
Ladakh,9,5,3,Flight,Peak,16,Non-Veg,Moderate,381870
Singapore,2,6,5,Flight,Shoulder,4,Street Food,Budget,449880
Ladakh,2,8,5,Flight,Shoulder,3,Vegetarian,Budget,181230
Udaipur,6,7,4,Flight,Off-Peak,16,Fine Dining,Moderate,458200
Kerala,7,6,3,Flight,Shoulder,18,Street Food,Moderate,263690
Bali,4,1,4,Flight,Peak,3,Street Food,Moderate,113670
Goa,8,1,1,Flight,Shoulder,4,Non-Veg,Luxury,47090
Paris,5,7,5,Flight,Off-Peak,4,Non-Veg,Luxury,2107870
Jaipur,10,7,2,Flight,Off-Peak,29,Fine Dining,Moderate,507140
Paris,8,3,5,Flight,Shoulder,14,Vegetarian,Budget,941160
Andaman,7,8,3,Train,Peak,18,Fine Dining,Budget,514270
Manali,13,5,5,Flight,Peak,31,Non-Veg,Luxury,1593040
Dubai,8,1,1,Flight,Off-Peak,3,Non-Veg,Moderate,76150
Ladakh,8,1,5,Bus,Peak,10,Vegetarian,Luxury,361560
Manali,2,1,5,Flight,Shoulder,3,Fine Dining,Moderate,35260
Ladakh,13,4,1,Flight,Shoulder,34,Fine Dining,Moderate,411150
Paris,9,5,2,Flight,Peak,21,Fine Dining,Budget,1117330
Kerala,7,8,2,Flight,Peak,6,Vegetarian,Moderate,276310
Varanasi,14,7,5,Bus,Peak,29,Vegetarian,Luxury,1833600
Dubai,8,2,1,Flight,Shoulder,3,Non-Veg,Luxury,220420
Goa,12,3,3,Flight,Peak,27,Fine Dining,Budget,282670
Udaipur,8,5,2,Flight,Off-Peak,21,Fine Dining,Luxury,460830
Kerala,8,6,1,Bus,Peak,10,Street Food,Moderate,141330
Ladakh,3,2,4,Flight,Off-Peak,6,Fine Dining,Budget,62510
Rishikesh,10,8,3,Flight,Off-Peak,29,Street Food,Moderate,511950
Paris,4,1,3,Flight,Off-Peak,2,Fine Dining,Moderate,152010
Singapore,10,3,2,Flight,Peak,26,Vegetarian,Moderate,583760
Ladakh,13,4,1,Car,Peak,9,Street Food,Moderate,164210
Ladakh,12,5,2,Flight,Off-Peak,10,Fine Dining,Moderate,397740
Rishikesh,8,8,3,Bus,Peak,10,Street Food,Moderate,282830
Dubai,12,7,3,Flight,Off-Peak,31,Non-Veg,Luxury,1882140
Jaipur,12,5,1,Train,Peak,27,Street Food,Luxury,322050
Dubai,3,1,1,Flight,Off-Peak,8,Fine Dining,Moderate,82970
Bali,10,3,5,Flight,Off-Peak,8,Vegetarian,Moderate,620650
Kerala,3,3,5,Flight,Shoulder,9,Fine Dining,Luxury,231450
Singapore,2,3,3,Flight,Off-Peak,5,Vegetarian,Budget,206560
Varanasi,9,2,3,Bus,Off-Peak,24,Fine Dining,Budget,88910
Varanasi,8,6,1,Train,Peak,10,Non-Veg,Moderate,140360
Paris,9,1,5,Flight,Peak,14,Non-Veg,Budget,576210
Jaipur,11,6,5,Train,Peak,21,Street Food,Luxury,1290310
Dubai,6,6,5,Flight,Peak,16,Non-Veg,Luxury,1784620
Manali,4,3,1,Train,Peak,3,Street Food,Moderate,35590
Manali,12,2,3,Flight,Shoulder,36,Non-Veg,Moderate,164030
Udaipur,2,8,1,Flight,Peak,4,Vegetarian,Luxury,183140
Dubai,13,1,4,Flight,Peak,25,Non-Veg,Budget,309040
Kerala,6,4,2,Flight,Shoulder,5,Vegetarian,Moderate,108570
